0,15166.3
minute,cpu_usage
10,17.9505
11,11.978
12,138.619
13,14.4243
14,61.4715
15,33.8596
16,36.1686
17,12.438
18,30.2829
19,15.0879
20,38.1967
21,34.2266
22,84.403
23,249.88
24,95.1742
25,7.71699
26,133.213
27,13.8381
28,84.03
29,55.9845
30,61.9819
31,14.6918
32,9.0855
33,16.905
34,22.2578
35,339.798
36,195.636
37,248.096
38,18.1608
39,7.72792
40,77.4069
41,115.466
42,68.1845
43,52.6718
44,52.2861
45,34.5156
46,94.1377
47,108.488
48,40.8181
49,46.1283
50,40.1599
51,72.9243
52,30.8506
53,73.8422
54,12.0652
55,9.45723
56,61.3491
57,28.7752
58,64.7666
59,61.7231
60,11.0485
61,25.4816
62,12.7409
63,5.84847
64,61.4001
65,69.3505
66,32.5758
67,56.1324
68,17.111
69,66.0754
70,101.617
71,33.4047
72,97.8654
73,10.429
74,7.12837
75,17.3345
76,53.0418
77,8.48374
78,9.098
79,15.6614
80,144.937
81,22.5091
82,96.1802
83,29.6903
84,15.7898
85,179.278
86,27.0536
87,21.6496
88,9.88183
89,42.767
90,29.6527
91,26.7413
92,44.4819
93,41.3754
94,27.0454
95,7.89604
96,61.6294
97,7.28435
98,10.7673
99,10.726
100,8.35199
101,15.9584
102,19.9218
103,11.359
104,28.2695
105,19.9604
106,21.0027
107,21.3107
108,11.658
109,6.78275
110,11.3324
111,14.997
112,61.8656
113,7.04249
114,11.2589
115,9.82963
116,10.3972
117,9.52883
118,8.79311
119,8.0749
120,7.3507
121,8.30737
122,11.4149
123,9.06019
124,16.5995
125,9.56863
126,136.334
127,17.7491
128,9.65691
129,9.86576
130,10.0046
131,149.142
132,6.89645
133,5.92109
134,15.9179
135,33.7367
136,135.735
137,32.2352
138,10.1849
139,261.051
140,34.1724
141,8.4509
142,39.6915
143,149.361
144,14.0652
145,25.1079
146,39.4899
147,60.0493
148,47.4921
149,29.9145
150,25.8458
151,47.0264
152,19.5736
153,8.65506
154,23.8732
155,9.87451
156,16.0219
157,35.1089
158,9.57348
159,5.85385
160,4.94012
161,15.4641
162,5.34795
163,35.7434
164,26.6478
165,5.13825
166,34.1829
167,25.6232
168,50.0069
169,118.575
170,54.1312
171,69.4611
172,37.0072
173,39.5479
174,27.8632
175,31.7103
176,17.9256
177,17.8032
178,77.9998
179,21.7092
180,13.7727
181,26.2454
182,19.1153
183,13.8725
184,21.8968
185,11.4961
186,13.2235
187,9.98103
188,14.5576
189,16.1705
190,18.6181
191,6.87931
192,10.5578
193,10.9749
194,21.5617
195,24.5081
196,9.06379
197,11.8142
198,47.68
199,9.53294
200,35.634
201,254.78
202,6.3482
203,15.5883
204,6.76821
205,19.6988
206,568.587
207,148.523
208,25.084
209,9.41649
210,8.9844
211,38.6556
212,11.3734
213,40.198
214,23.1732
215,14.9608
216,12.2218
217,7.51099
218,11.5788
219,179.704
220,15.6257
221,69.9925
222,89.5568
223,57.339
224,186.606
225,91.8679
226,28.7293
227,17.5512
228,61.307
229,10.3764
230,33.2578
231,67.0284
232,142.276
233,43.725
234,14.3566
235,82.9469
236,76.6587
237,122.212
238,294.313
239,14.4542
